GameID,HomeTeam,AwayTeam,HomeTeamScore,AwayTeamScore,home_Possessions,home_FantasyPoints,home_Minutes,home_Seconds,home_FieldGoalsMade,home_FieldGoalsAttempted,home_FieldGoalsPercentage,home_EffectiveFieldGoalsPercentage,home_TwoPointersMade,home_TwoPointersAttempted,home_TwoPointersPercentage,home_ThreePointersMade,home_ThreePointersAttempted,home_ThreePointersPercentage,home_FreeThrowsMade,home_FreeThrowsAttempted,home_FreeThrowsPercentage,home_OffensiveRebounds,home_DefensiveRebounds,home_Rebounds,home_Assists,home_Steals,home_BlockedShots,home_Turnovers,home_PersonalFouls,home_Points,home_TrueShootingAttempts,home_TrueShootingPercentage,home_FantasyPointsFanDuel,home_FantasyPointsDraftKings,home_FantasyPointsYahoo,home_PlusMinus,home_DoubleDoubles,home_TripleDoubles,home_FantasyPointsFantasyDraft,away_Possessions,away_FantasyPoints,away_Minutes,away_Seconds,away_FieldGoalsMade,away_FieldGoalsAttempted,away_FieldGoalsPercentage,away_EffectiveFieldGoalsPercentage,away_TwoPointersMade,away_TwoPointersAttempted,away_TwoPointersPercentage,away_ThreePointersMade,away_ThreePointersAttempted,away_ThreePointersPercentage,away_FreeThrowsMade,away_FreeThrowsAttempted,away_FreeThrowsPercentage,away_OffensiveRebounds,away_DefensiveRebounds,away_Rebounds,away_Assists,away_Steals,away_BlockedShots,away_Turnovers,away_PersonalFouls,away_Points,away_TrueShootingAttempts,away_TrueShootingPercentage,away_FantasyPointsFanDuel,away_FantasyPointsDraftKings,away_FantasyPointsYahoo,away_PlusMinus,away_DoubleDoubles,away_TripleDoubles,away_FantasyPointsFantasyDraft
19867,SAC,OKC,56,54,154.6,342.3,348,84,68.3,138.1,72.0,85.6,42.2,72.7,84.3,26.2,65.4,58.2,23.3,30.5,110.8,16.0,52.3,68.3,46.5,12.7,8.5,24.7,32.0,186.1,151.6,89.4,356.8,373.3,356.8,36.4,2.1,0.0,373.3,154.6,337.0,348,81,64.0,148.3,62.7,71.2,48.0,96.0,72.7,16.0,52.3,44.5,34.9,39.3,129.3,23.3,40.7,64.0,37.8,11.6,10.2,18.9,36.4,178.8,165.6,78.4,358.8,359.9,358.8,-36.4,2.1,0.0,359.9
19868,LAC,GS,53,49,31.0,75.7,80,19,13.7,27.1,16.9,19.8,3.1,16.4,19.1,1.5,10.7,13.6,2.9,10.0,29.0,1.1,10.0,13.4,3.0,0.7,1.0,1.5,2.2,40.4,31.5,21.5,80.7,81.2,80.7,13.4,0.1,0.0,81.2,31.0,69.0,80,20,13.4,30.7,14.5,17.4,2.7,15.7,17.1,1.8,15.0,11.9,1.9,2.1,29.9,1.8,3.0,14.4,2.5,0.9,0.2,1.2,2.7,37.7,33.5,18.8,72.3,74.2,72.3,-13.4,0.0,0.0,74.2
19853,DET,PHI,70,81,121.4,238.4,289,0,47.0,106.0,53.3,60.2,34.9,66.2,63.5,12.0,39.7,36.5,27.7,36.1,92.3,8.7,34.9,42.1,28.9,8.7,4.3,10.8,26.5,133.6,121.8,66.2,249.2,251.9,249.2,-108.4,0.0,0.0,251.9,121.4,294.5,289,0,54.2,104.7,62.2,69.2,40.9,68.6,71.8,13.2,36.1,44.2,33.7,40.9,99.2,12.0,51.8,63.8,33.7,8.7,5.8,12.0,24.1,155.3,122.8,76.1,306.5,312.1,306.5,108.4,1.4,0.0,312.1
19854,WAS,NO,77,89,64.8,133.7,150,0,26.2,51.1,31.9,39.5,14.3,23.7,37.7,11.8,27.4,26.9,11.8,15.0,49.3,1.2,18.7,20.6,17.4,2.7,2.3,5.8,6.2,76.0,57.7,41.1,141.8,145.3,141.8,-62.3,0.0,0.0,145.3,64.8,162.7,150,0,31.2,59.8,32.5,37.6,21.2,38.6,34.1,6.2,21.2,29.3,16.2,18.7,54.0,3.9,22.4,28.7,18.7,4.3,1.2,3.5,10.6,88.5,68.0,40.6,171.4,172.9,171.4,62.3,0.4,0.0,172.9
19855,MIA,CHA,72,65,137.0,307.8,337,0,57.6,120.9,67.1,78.5,36.6,78.7,65.2,21.1,42.2,70.3,25.3,26.7,133.1,23.9,42.2,66.1,40.8,14.1,5.9,30.9,16.9,161.7,132.7,85.5,326.1,339.2,326.1,77.3,2.0,0.0,339.2,137.0,270.9,337,0,57.6,108.3,74.8,85.8,40.8,64.7,88.6,16.9,43.6,54.4,14.1,15.5,127.8,7.9,38.0,43.6,38.0,15.5,9.9,29.5,25.3,146.2,115.1,89.1,293.4,296.3,293.4,-77.3,0.0,0.0,296.3
19856,TOR,ATL,85,80,56.0,144.2,133,0,27.8,48.3,31.9,37.6,17.8,29.4,33.5,5.5,18.9,29.4,5.2,13.3,39.3,2.8,21.1,26.1,21.6,0.9,2.8,4.3,5.5,74.9,54.1,38.4,150.9,156.1,150.9,19.4,0.6,0.0,156.1,56.0,140.6,133,0,26.6,55.5,26.6,31.6,16.6,32.7,28.2,5.5,22.8,24.4,4.3,10.5,40.9,4.0,16.1,23.3,17.8,2.8,2.5,2.2,5.5,71.0,60.1,32.7,150.1,151.2,150.1,-19.4,0.9,0.0,151.2
19857,HOU,MEM,73,65,137.8,294.7,320,78,52.2,115.2,60.7,70.0,36.2,72.3,67.0,16.1,42.8,50.2,36.2,49.5,97.7,20.1,57.6,77.7,30.8,10.8,5.4,25.4,37.5,156.7,137.0,76.5,306.8,323.4,306.8,87.0,3.6,0.0,323.4,137.8,266.9,321,0,46.9,109.8,57.2,65.3,33.5,58.9,76.1,13.4,50.9,35.2,32.1,45.5,94.5,9.0,45.5,52.2,33.5,12.6,7.2,14.7,40.2,139.3,129.8,71.8,281.6,283.5,281.6,-87.0,0.0,0.0,283.5
19858,MIL,IND,88,79,190.1,428.2,413,0,82.5,153.0,92.7,100.4,70.5,106.6,113.6,12.0,46.4,44.5,63.6,82.5,132.5,20.6,53.3,73.9,46.4,13.8,13.8,25.8,41.3,240.7,189.3,109.3,455.7,453.4,455.7,120.3,3.0,0.0,453.4,190.1,400.5,413,0,77.4,171.9,77.4,86.0,58.4,110.0,91.3,18.9,61.9,52.6,43.0,55.0,134.3,27.5,49.9,77.4,51.6,12.0,10.3,30.9,55.0,216.6,196.1,95.1,422.9,429.3,422.9,-120.3,0.0,0.0,429.3
19859,SA,LAL,75,77,109.2,227.9,241,0,45.1,96.3,47.0,55.4,29.1,59.2,49.3,16.0,37.1,43.3,13.0,18.1,72.4,10.0,36.1,46.1,28.1,8.0,6.0,17.1,16.0,119.4,104.2,57.4,241.9,248.2,241.9,-15.0,1.0,0.0,248.2,109.2,244.4,241,0,49.1,91.3,54.0,61.7,35.1,56.2,62.7,14.0,35.1,40.1,10.0,17.1,59.0,5.0,41.1,46.1,31.1,14.0,4.0,16.0,16.0,122.4,98.8,62.1,262.5,264.8,262.5,15.0,2.0,0.0,264.8
19860,PHO,BKN,70,73,55.6,131.9,144,36,24.1,50.7,28.7,31.6,18.7,33.8,33.4,3.3,16.9,19.4,13.9,16.3,51.4,5.1,21.1,29.5,16.9,1.8,1.5,4.4,12.1,67.5,57.8,35.2,137.4,141.6,137.4,-12.1,0.7,0.0,141.6,55.6,129.2,144,34,24.7,53.7,27.8,32.5,15.7,28.9,32.7,5.5,24.7,22.1,11.5,14.5,47.8,3.6,15.7,21.7,14.5,3.3,1.5,2.5,10.3,69.9,60.0,35.2,137.0,136.9,137.0,12.1,0.0,0.0,136.9
19861,UTA,NY,73,71,140.1,318.9,333,0,59.6,135.8,60.8,72.1,37.4,77.6,66.8,22.2,58.2,52.8,20.8,29.1,99.0,20.8,52.7,73.5,43.0,9.6,7.7,20.8,37.4,162.2,148.6,75.8,331.4,344.1,331.4,27.7,0.0,0.0,344.1,140.1,304.5,333,0,56.8,130.3,60.4,67.8,44.4,76.2,80.7,12.5,54.1,32.0,30.5,44.4,95.4,19.4,44.4,63.8,29.1,13.9,7.7,11.1,29.1,156.6,149.8,72.5,323.9,321.6,323.9,-27.7,1.9,0.0,321.6
19848,BOS,CLE,62,58,109.9,264.1,274,0,43.4,95.8,51.6,63.9,22.8,45.6,57.0,20.5,50.2,46.7,29.7,29.7,114.1,13.7,37.7,51.3,26.2,10.3,10.3,14.8,14.8,136.9,108.9,71.7,284.7,287.8,284.7,39.9,2.6,0.0,287.8,109.9,232.2,274,0,50.2,105.0,54.5,67.0,28.5,53.6,60.7,21.7,51.3,48.2,7.8,10.3,76.1,7.8,33.1,39.9,30.8,7.8,5.2,13.7,20.5,128.9,109.5,67.2,243.6,251.9,243.6,-39.9,0.0,0.0,251.9
19849,DAL,LAL,65,64,34.6,80.8,86,0,15.7,31.8,17.6,21.7,2.9,16.4,17.8,2.7,15.4,17.4,2.3,2.7,30.6,1.5,3.1,12.9,3.6,0.9,0.6,1.3,2.2,45.3,35.1,23.1,85.0,87.5,85.0,1.3,0.1,0.0,87.5,34.6,80.3,86,0,17.5,32.5,19.2,22.0,12.1,22.1,19.6,1.9,10.4,18.5,1.5,2.3,23.8,1.3,10.7,14.3,12.1,0.5,0.5,1.9,2.5,44.6,35.3,22.5,83.2,86.9,83.2,-3.6,0.1,0.0,86.9
19850,CHI,DEN,54,58,44.7,103.6,117,0,17.6,42.0,20.4,23.8,11.2,22.4,24.4,3.1,19.5,15.9,10.2,11.2,44.6,2.6,14.6,20.0,12.7,1.4,2.1,2.9,10.7,51.7,46.9,26.9,110.9,111.4,110.9,-19.5,0.2,0.0,111.4,44.7,106.0,117,0,19.0,40.5,22.9,27.0,12.2,25.9,23.0,3.3,14.6,22.8,10.7,15.6,33.6,3.6,15.1,22.4,13.7,1.0,1.0,2.4,4.8,55.6,47.4,28.7,109.9,113.0,109.9,19.5,0.0,0.0,113.0
19851,PHO,GS,61,60,131.4,285.8,305,0,48.3,106.8,57.5,68.2,30.5,57.2,67.8,17.8,49.6,45.7,36.9,43.2,108.5,11.3,43.2,52.2,34.3,10.2,11.3,17.8,28.0,151.4,125.9,76.4,304.9,308.1,304.9,19.1,1.6,0.0,308.1,131.4,281.4,305,0,52.2,117.0,56.7,67.8,31.8,58.5,69.1,20.4,58.5,44.3,22.9,34.3,84.8,16.5,48.3,64.9,33.1,11.4,1.6,19.1,35.6,147.6,132.1,71.0,294.1,308.1,294.1,-19.1,3.2,0.0,308.1
19852,LAC,SAC,61,51,42.6,89.4,101,0,18.5,35.4,22.1,25.0,13.9,23.2,25.3,1.9,12.2,16.0,3.5,3.7,40.1,1.1,18.1,20.6,3.7,1.2,0.4,2.7,3.0,50.1,39.3,26.9,93.2,95.9,93.2,42.1,0.0,0.0,95.9,42.6,80.5,101,0,15.2,36.2,17.6,20.1,10.9,20.6,22.4,1.8,15.6,11.4,3.0,10.1,29.8,1.2,13.1,16.0,11.4,1.4,0.4,2.5,3.4,41.7,40.7,21.6,84.7,86.9,84.7,-42.1,0.2,0.0,86.9
19835,CHA,MIA,97,98,67.8,144.1,175,0,29.2,61.2,34.7,41.6,16.8,31.3,39.0,12.4,29.9,30.3,12.4,16.0,56.4,3.2,18.2,22.6,22.6,1.6,1.1,5.3,16.0,83.1,68.3,44.5,147.8,156.2,147.8,-7.3,0.5,0.0,156.2,67.8,163.4,175,0,27.0,56.1,35.1,41.6,16.0,30.6,38.2,10.9,25.5,31.3,19.7,24.8,57.9,4.3,25.5,31.3,22.6,3.7,1.6,5.3,16.0,84.6,67.0,45.9,170.7,174.0,170.7,5.3,0.0,0.0,174.0
19836,DET,IND,104,111,141.4,295.1,330,81,62.1,111.7,76.7,85.1,48.3,71.7,92.8,13.8,40.0,47.6,31.7,41.4,105.8,11.4,33.1,41.4,35.9,15.2,7.6,19.3,24.8,169.6,129.9,90.2,315.8,313.7,315.8,-55.2,0.0,0.0,313.7,141.4,331.1,330,81,71.7,126.9,77.9,86.9,53.8,84.1,88.1,17.9,42.7,57.8,19.3,26.2,101.6,15.2,44.1,59.3,45.5,11.0,9.5,24.8,27.6,180.6,138.4,89.9,349.0,357.5,349.0,55.2,1.9,0.0,357.5
19837,ORL,CLE,88,80,60.5,136.8,159,0,25.8,55.6,30.7,33.1,21.2,38.4,36.5,3.1,17.2,17.8,12.6,16.6,50.3,5.3,20.5,28.5,14.6,3.1,3.5,5.3,14.6,68.8,62.9,36.2,146.7,145.5,146.7,33.1,0.4,0.0,145.5,60.5,123.2,159,0,19.9,56.3,23.4,26.5,13.9,29.8,30.9,3.9,26.5,14.9,16.6,21.8,50.2,11.9,19.9,31.8,6.6,4.4,1.3,6.1,15.2,62.2,65.9,31.2,131.8,133.4,131.8,-33.1,0.4,0.0,133.4
19838,PHI,WAS,124,86,111.3,296.9,250,0,54.2,99.0,57.0,68.0,33.3,51.1,68.0,20.8,47.9,45.3,22.9,26.0,91.7,9.8,39.6,49.0,38.6,14.6,6.5,13.5,28.1,152.1,110.5,71.8,317.7,318.1,317.7,234.4,1.1,0.0,318.1,111.3,184.7,250,0,37.5,88.6,44.2,49.1,28.1,56.3,52.1,9.8,32.3,30.2,20.8,32.3,67.2,13.5,32.3,45.8,21.9,5.4,2.2,22.9,19.8,105.2,102.8,53.5,192.0,203.2,192.0,-234.4,0.0,0.0,203.2
19839,ATL,DEN,103,109,32.1,69.6,78,19,14.3,31.3,14.9,17.7,2.9,17.0,16.9,1.8,14.3,12.6,1.8,1.9,30.8,1.4,2.3,11.4,2.7,1.0,0.2,1.1,2.2,39.8,33.9,19.1,73.2,74.6,73.2,-11.4,0.0,0.0,74.6,32.1,81.3,78,19,15.3,28.7,17.4,19.6,11.4,19.2,19.3,1.3,3.1,13.5,2.4,3.1,25.9,1.5,11.4,16.0,3.1,1.0,0.9,1.7,2.0,42.1,32.8,20.8,86.8,87.1,86.8,11.4,0.1,0.0,87.1
19840,NY,TOR,115,110,84.5,210.5,209,0,45.3,75.0,52.8,60.9,30.5,49.7,53.5,14.8,25.3,51.1,13.1,20.1,56.9,12.2,24.4,36.6,31.4,3.8,2.3,13.1,19.2,118.6,83.8,61.7,217.5,226.3,217.5,26.2,0.0,0.0,226.3,84.5,207.2,209,0,41.0,83.7,42.7,49.0,28.8,49.7,50.5,12.2,34.0,31.3,19.2,26.2,63.9,14.8,18.3,33.1,27.9,10.5,0.0,7.6,18.3,113.4,95.2,52.0,217.7,220.6,217.7,-26.2,0.8,0.0,220.6
19841,HOU,SA,79,69,160.9,312.8,380,91,50.8,147.7,54.6,64.9,31.8,85.8,58.8,19.1,61.9,48.9,27.0,31.8,135.0,23.8,71.5,95.3,31.8,11.1,5.0,25.4,28.6,147.7,161.7,72.4,327.1,342.2,327.1,87.3,2.5,0.0,342.2,160.9,292.5,381,0,49.2,138.2,56.5,62.1,41.3,73.0,89.7,12.6,65.1,19.4,23.8,34.9,108.3,14.3,66.7,81.0,31.8,14.3,12.6,27.0,22.2,130.2,153.5,67.5,314.7,316.4,314.7,-87.3,2.5,0.0,316.4
19842,MEM,DAL,96,102,93.4,195.9,225,0,38.5,83.6,43.3,52.8,21.6,42.3,48.0,16.9,41.3,38.4,12.2,15.0,76.2,8.8,26.3,35.7,24.4,7.9,4.4,16.0,17.8,106.1,90.2,55.3,209.0,214.1,209.0,-32.9,0.0,0.0,214.1,93.4,215.1,225,0,40.4,80.8,47.0,56.8,24.4,43.2,53.1,16.0,37.6,39.9,16.0,17.8,84.0,8.8,31.0,40.4,25.4,7.1,7.9,16.0,16.0,112.7,88.6,59.6,231.1,234.5,231.1,32.9,0.9,0.0,234.5
19843,MIL,CHI,113,109,176.6,411.4,439,0,72.8,142.3,84.7,100.1,48.0,81.1,98.0,24.8,61.2,67.0,49.6,61.2,134.2,16.4,69.5,79.4,56.3,13.7,11.0,18.2,34.8,220.1,169.3,107.4,426.3,441.9,426.3,33.1,5.5,0.0,441.9,176.6,390.1,439,0,77.8,188.7,68.2,78.4,53.0,132.4,66.2,24.8,56.3,73.0,33.1,41.4,132.4,29.8,54.6,84.4,41.4,8.2,11.0,16.4,44.7,213.5,206.9,85.4,401.7,416.6,401.7,-33.1,5.5,0.0,416.6
19844,NO,MIN,102,91,73.1,171.6,177,0,29.5,60.4,36.0,40.5,22.1,40.5,40.2,5.4,19.9,27.3,22.8,29.5,57.1,5.4,27.3,34.6,19.9,3.8,3.8,7.1,14.7,89.2,73.4,44.8,182.0,183.0,182.0,51.6,0.5,0.0,183.0,73.1,152.9,177,0,29.5,67.1,32.4,37.2,19.9,40.5,36.2,7.1,26.5,26.6,10.3,14.0,54.3,6.0,26.5,34.6,19.2,2.7,1.6,6.0,20.6,78.9,73.2,39.7,158.7,164.5,158.7,-51.6,0.5,0.0,164.5
19845,OKC,UTA,113,102,152.7,368.3,348,86,72.7,139.6,75.8,89.4,46.5,84.3,80.3,26.2,55.3,68.9,23.3,24.7,136.8,10.2,46.5,56.7,50.9,13.1,10.2,17.4,24.7,194.8,150.5,94.1,391.6,395.1,391.6,101.8,2.1,0.0,395.1,152.7,346.3,348,86,64.0,133.8,69.5,79.0,46.5,78.5,86.2,17.4,55.3,45.9,29.1,30.5,138.4,13.1,46.5,59.6,46.5,13.1,13.1,21.8,30.5,174.5,147.2,86.4,372.5,369.0,372.5,-101.8,0.0,0.0,369.0
19846,SAC,BKN,111,100,79.8,193.4,192,47,38.6,75.6,41.1,51.3,18.5,39.4,37.7,20.1,36.2,44.7,6.5,11.3,57.4,6.5,26.5,34.6,30.6,2.6,1.9,10.5,19.3,105.3,80.5,52.7,199.1,211.7,199.1,52.3,0.6,0.0,211.7,79.8,169.0,193,0,33.8,70.8,38.4,44.8,22.5,47.4,38.2,11.3,23.3,38.8,16.1,16.9,76.5,6.5,24.9,33.0,19.3,2.6,3.9,10.5,10.5,94.9,78.2,48.9,177.0,181.5,177.0,-52.3,0.0,0.0,181.5
19847,LAC,POR,112,108,146.7,374.9,364,88,74.5,135.4,83.8,95.7,54.8,83.7,99.6,19.8,51.7,58.1,31.9,33.5,145.3,13.7,39.5,53.2,50.2,10.6,13.7,13.7,30.4,200.8,150.1,101.9,399.3,394.3,399.3,38.0,0.0,0.0,394.3,146.7,325.0,364,90,65.4,136.9,72.7,87.9,36.5,76.0,73.0,28.9,60.8,72.2,33.5,39.5,128.7,16.7,38.0,54.8,38.0,11.6,9.3,18.3,31.9,193.2,154.3,95.2,338.7,351.4,338.7,-38.0,0.0,0.0,351.4
20843,LAL,IND,154,136,110.9,250.7,252,0,49.4,92.5,56.1,57.3,47.3,78.8,63.1,2.2,13.7,16.2,28.4,36.8,81.0,12.6,45.2,57.8,26.3,5.5,10.5,18.9,26.3,129.3,108.7,62.4,266.4,267.2,266.4,73.6,2.2,0.0,267.2,110.9,223.8,252,0,36.8,99.8,38.7,44.2,26.3,56.8,48.7,10.5,43.1,25.6,30.5,34.7,92.4,9.9,24.2,33.6,28.4,10.5,7.7,9.9,34.7,114.6,115.1,52.3,241.6,237.0,241.6,-73.6,1.1,0.0,237.0
20828,ORL,DET,161,119,125.2,288.2,307,0,62.8,114.0,70.6,77.8,50.0,80.7,79.3,12.8,33.3,49.3,19.2,24.3,101.1,9.8,50.0,57.6,33.3,8.2,6.6,11.5,25.6,157.6,124.7,80.8,299.8,303.3,299.8,205.0,0.0,0.0,303.3,125.2,201.2,307,0,43.6,103.8,53.8,58.5,35.9,65.3,70.3,9.8,38.4,25.6,21.8,30.7,90.7,10.2,38.4,48.7,21.8,4.9,3.3,19.2,21.8,116.6,117.3,63.7,207.7,217.1,207.7,-205.0,0.0,0.0,217.1
20829,PHI,ATL,164,150,55.1,133.4,135,0,23.7,49.1,27.2,31.1,17.5,32.1,30.7,3.5,16.9,20.7,16.9,20.9,45.7,4.5,19.2,27.1,13.5,1.9,2.5,3.2,4.5,70.5,58.2,34.1,141.3,141.6,141.3,31.0,0.3,0.0,141.6,55.1,119.0,135,0,23.1,58.7,22.2,26.1,15.8,36.7,24.3,4.1,22.0,18.8,10.7,11.8,51.0,13.0,18.0,31.0,11.3,1.0,1.3,4.1,13.0,64.3,63.9,28.4,123.0,128.7,123.0,-31.0,0.3,0.0,128.7
20830,CHA,TOR,156,152,148.7,322.9,372,0,68.2,122.5,86.4,98.2,48.1,83.8,89.0,20.2,38.8,80.7,27.9,31.0,139.6,10.9,37.2,48.1,46.5,10.9,9.6,23.3,23.3,184.6,136.2,104.8,340.0,349.4,340.0,23.3,2.4,0.0,349.4,148.7,338.7,372,0,72.9,144.2,78.3,83.4,63.6,94.6,104.2,14.4,49.6,29.2,24.8,32.6,118.2,21.7,43.4,65.1,49.6,10.9,4.8,21.7,32.6,179.9,158.6,88.3,352.7,366.8,352.7,-23.3,4.8,2.4,364.5
20831,BKN,WAS,163,127,77.0,193.9,184,0,38.4,79.9,36.9,40.6,30.7,54.5,43.2,5.9,25.3,23.3,10.8,13.8,59.8,13.8,28.4,42.2,20.7,4.7,4.7,5.9,13.8,95.2,86.0,42.5,206.2,206.0,206.2,103.7,1.2,0.0,206.0,77.0,138.8,184,0,29.2,69.9,32.1,34.6,24.6,44.5,42.4,3.5,25.3,14.0,11.5,16.1,54.8,7.1,22.3,31.5,14.6,2.4,4.1,12.3,14.6,74.5,77.0,37.2,147.2,150.0,147.2,-103.7,0.6,0.0,150.0
20832,MIA,CLE,130,146,160.3,291.3,389,0,59.9,139.2,69.6,82.9,35.6,71.2,81.0,24.3,68.0,57.8,16.2,24.3,108.0,11.3,48.6,59.9,37.2,13.1,13.1,29.1,37.2,160.3,149.9,86.6,307.4,323.4,307.4,-97.1,2.6,0.0,323.4,160.3,357.3,389,0,64.8,140.9,74.5,87.4,42.1,79.3,86.0,22.7,61.5,59.6,27.5,42.1,105.9,19.4,63.1,82.6,34.0,21.0,5.2,21.0,27.5,179.7,159.4,91.1,381.6,385.7,381.6,97.1,2.6,0.0,385.7
20833,OKC,GS,181,179,93.4,205.7,221,0,42.6,81.8,43.4,46.0,38.4,57.6,55.7,3.5,24.2,14.4,25.9,30.1,71.9,7.7,23.4,32.6,12.5,14.2,4.9,6.3,18.4,115.2,95.1,50.5,225.7,213.1,225.7,7.0,0.0,0.0,213.1,93.4,195.0,221,0,40.9,86.8,39.3,46.6,25.0,46.8,44.8,15.9,40.1,33.1,15.9,19.2,69.0,20.0,30.1,50.1,24.2,2.1,1.4,23.4,23.4,113.6,95.3,49.8,199.1,220.9,199.1,-8.4,2.1,0.0,220.9
20834,MEM,MIN,135,167,155.9,312.9,403,98,62.4,145.0,72.5,86.3,37.1,86.0,72.7,25.3,59.0,72.3,23.6,32.0,124.3,13.5,33.7,47.2,40.5,11.8,11.4,15.2,38.8,173.7,159.1,91.9,331.5,335.5,331.5,-202.3,0.0,0.0,335.5,155.9,417.8,405,0,74.2,148.4,84.3,99.6,48.9,84.3,97.8,25.3,64.1,66.6,40.5,43.8,155.6,25.3,65.8,91.0,50.6,11.4,13.5,21.9,28.7,214.1,167.7,107.6,438.0,448.5,438.0,202.3,2.8,0.0,448.5
20835,SA,CHI,147,159,83.9,208.6,216,0,35.2,74.9,42.4,52.1,19.8,37.0,48.4,15.3,37.9,36.5,15.3,18.0,76.7,8.1,30.7,39.7,31.6,3.3,7.3,10.8,18.0,101.0,82.8,54.9,220.4,226.4,220.4,-40.6,1.6,0.0,226.4,83.9,219.8,216,0,42.4,92.0,41.6,47.7,30.7,66.7,41.4,11.7,25.3,41.9,12.6,21.6,52.6,21.6,28.9,50.5,24.4,7.3,1.6,5.7,17.1,109.1,101.5,48.5,229.7,234.1,229.7,40.6,1.6,0.0,234.1
20836,DEN,HOU,139,150,24.4,51.5,61,0,2.4,22.8,10.7,12.1,1.8,15.7,11.4,0.6,1.8,2.3,1.3,1.7,18.7,0.8,2.2,11.9,1.4,0.3,0.3,0.6,1.5,26.8,25.8,13.2,53.7,55.0,53.7,-10.1,0.1,0.0,55.0,24.4,51.8,61,0,2.2,20.7,10.8,13.0,1.4,10.9,13.0,0.8,2.5,2.1,2.0,10.6,18.7,0.7,2.3,11.9,1.3,0.2,0.2,0.6,1.3,28.8,25.4,14.3,53.4,55.6,53.4,10.1,0.1,0.0,55.6
20837,POR,DAL,147,164,99.9,198.3,233,0,37.8,101.7,35.9,44.3,20.3,50.4,39.1,17.4,51.4,32.9,15.5,17.4,86.1,17.4,29.1,46.5,19.4,8.5,0.9,14.5,23.3,108.5,109.4,48.1,207.9,216.6,207.9,-63.0,0.0,0.0,216.6,99.9,218.4,233,0,45.5,88.2,50.0,56.4,33.9,50.4,65.2,11.6,37.8,29.8,18.4,21.3,83.7,8.5,32.0,40.7,25.2,7.5,4.7,14.5,22.3,121.1,97.6,60.3,231.0,235.0,231.0,63.0,0.9,0.0,235.0
20838,UTA,LAC,135,154,123.1,272.4,306,76,48.7,107.7,57.9,64.1,37.2,67.9,70.1,11.5,39.7,37.2,23.1,30.8,96.2,10.3,41.0,51.3,29.5,12.8,12.8,16.7,21.8,132.0,121.2,69.9,298.1,291.0,298.1,-89.7,1.6,0.0,291.0,123.1,284.0,308,0,55.1,112.8,62.7,72.8,35.9,69.2,66.5,19.2,43.6,56.5,20.5,26.9,97.7,14.1,37.2,51.3,29.5,10.3,11.5,15.4,23.1,150.0,124.7,77.3,305.8,305.8,305.8,89.7,1.6,0.0,305.8
20840,BOS,NY,175,161,32.5,76.6,80,0,16.1,30.5,17.7,21.3,3.3,14.7,22.1,2.1,15.7,13.5,2.0,2.4,28.7,0.9,2.9,11.4,2.7,0.9,0.6,0.8,2.1,44.6,33.6,22.3,81.0,82.1,81.0,16.8,0.1,0.0,82.1,32.5,73.3,80,0,14.7,29.5,16.8,19.8,3.3,17.1,19.1,1.7,12.4,13.6,2.2,3.0,24.8,1.3,10.7,14.7,3.1,0.4,0.3,1.5,2.2,41.2,33.5,20.6,75.6,78.7,75.6,-16.8,0.0,0.0,78.7
20842,PHO,SAC,139,150,25.4,55.7,64,15,10.7,22.2,12.9,14.8,2.1,13.7,15.2,0.8,2.3,2.5,1.1,1.7,17.5,0.6,2.3,10.7,1.9,0.6,0.4,0.8,1.4,28.4,25.0,15.3,59.2,59.2,59.2,-10.7,0.0,0.0,59.2,25.4,57.2,64,15,11.3,24.7,12.2,14.3,2.0,14.2,14.2,1.0,10.5,2.6,1.1,1.4,21.4,1.1,2.5,13.4,1.8,0.5,0.0,0.9,1.6,30.6,27.0,15.1,59.1,61.8,59.1,10.7,0.1,0.0,61.8
20839,MIL,IND,96,103,52.1,107.1,120,0,21.5,47.9,22.4,25.4,15.5,31.4,24.6,3.0,16.5,18.2,10.5,14.0,37.4,3.0,17.0,23.0,4.7,0.7,2.2,3.0,4.2,59.4,54.1,27.3,113.1,115.0,113.1,-22.5,0.2,0.0,115.0,52.1,129.3,120,0,25.0,50.9,24.5,26.4,21.5,34.4,31.1,1.7,16.5,10.6,10.5,12.5,41.9,3.7,18.0,25.4,15.0,2.2,2.0,2.2,10.5,63.9,56.4,28.2,137.8,136.1,137.8,22.5,0.5,0.0,136.1
20841,LAL,NO,107,72,113.2,286.8,267,65,52.6,96.2,61.2,72.8,33.6,57.1,65.8,19.0,39.2,54.4,24.6,32.5,84.9,12.3,53.7,66.0,34.7,7.5,5.0,15.7,17.9,148.8,110.5,75.2,298.0,309.1,298.0,246.2,1.3,0.0,309.1,113.2,206.3,267,65,38.0,106.3,40.1,44.8,30.2,71.6,47.2,8.8,34.7,25.3,15.7,22.4,78.3,13.4,33.6,47.0,24.6,8.8,6.3,13.4,23.5,99.6,116.2,47.9,219.8,219.3,219.8,-246.2,0.0,0.0,219.3
